beginOffset,content,magnitude,score
82489,音質は妥協できるものなので、使おうとは思います。,0.3,0.3
82561,この値段で音質が良いと言うので期待せずに買ってみました。,0.1,0.1
82645,音質が良いと言ってる方は普段あまり音質が気にならない方か、ろくに聴き比べをしたことがない方だと思います。,0.4,-0.4
82801,とにかく聴ければ良いと言う方であれば買っても良いと思いますが、いい音で音楽を楽しみたいと言う方は買ってはいけません。,0.2,-0.2
82975,値段なりの商品ですが、動作中のボタン操作がやりにくい。,0.9,-0.9
83056,あんまりこだわりがない私からしてもハッキリ分かるくらい音が悪い。,0.8,-0.8
83152,くぐもった感じの聞こえ方。,0.2,0.2
83191,失敗したー。,0.9,-0.9
83209,会社のロゴの変更か違う会社の製品かわかりませんが、パッケージが違っていました。,0.5,-0.5
83326,また、日本語の説明書はなく英語の説明書のみ、初めてワイヤレスイヤホンを買う人にはペアリングの仕方がわからないのではないでしょうか。,0.3,-0.3
83521,イヤホンカバーが4個入っていましたが、3個普通のカバーで1個だけ耳補助のついたイヤホンだったので補助の付いたイヤホンカバーは、使えない。2ヶ月ですぐこわれた。,0.7,-0.7
83750,電源切りたいのに電源押しても押しても何も反応しない。,0.9,-0.9
83828,不良品。,0.2,0.2
83840,お金を返して欲しい。,0.9,-0.9
83870,いい感じです。,0.9,0.9
83891,決して悪くない。,0.6,0.6
83915,操作性は取説通りではない部分もありますが簡単に使えます。,0.9,0.9
83999,耳にカッポリ入るパッドのせいで遮音性は高いですがノイズ除去性能は正直あまり感じません。,0.2,-0.2
84128,風切り音はそこそこします。,0.0,0.0
84167,片方しか聞こえない不良品が届いた。,0.6,-0.6
84218,問い合わせしたところ、対応が悪く、謝罪の意識がなかった。,0.8,-0.8
84302,本来の使い方ではないですが、入浴時に使用しております。,0.5,0.5
84383,このイヤフォンは中央部分がしなりのある素材なので、ヘッドフォンのように頭に乗せられます。,0.0,0.0
84515,よって、入浴時に使用しても水没はしません。,0.4,-0.4
84578,長時間湯船に入りたいときに重宝します。,0.9,0.9
84635,耐水レベルもip7なので、ぬれた手で触っても安心です。,0.9,0.9
84710,ただ、風呂で使用するとノイズ除去機能のためか、頭の角度によって音質が変化します。,0.1,-0.1
84830,自分にとっては、ノイズ除去機能はノイズ発生源でしかないようです。,0.3,-0.3
84926,中華製買うやつはバ。,0.1,0.1
84956,製品を使い始めてまだ日にちが経っていませんが、音質も満足です。,0.9,0.9
85049,自分の耳はインナータイプは取れやすいのですが、割りとフィットするので使いやすいです。,0.9,0.9
85175,説明書が英語なので星マイナス1です。,0.1,-0.1
85227,コスパは良い。,0.8,0.8
85248,電池ユニット部が左右にあるので、ちょい重いです。,0.8,-0.8
85320,また耳から外れやすい。,0.7,-0.7
85353,価格的には十分だと思います。,0.8,0.8
85395,接続や音は問題ないです。,0.5,0.5
85431,繋がってる方がいいと思って買ったのですが、思ったよりコードがしっかりしててコンパクトにできず、ポーチにも入らないので困ります。,0.8,-0.8
85620,違うのかい直そうかなと思ってます。,0.1,0.1
85671,音も、良いですが、使い始めて数分で少しノイズが入ります!,0.5,0.5
85753,あと、個人的な事かもしれませんが、耳から、外れやすいかな!,0.8,-0.8
85838,これは私の耳の形のせいかもしれません!,0.0,0.0
85893,充電の持ち時間が長いのでしょうがないとは思いますが、本体が少し大きいこと以外はとても満足しています。,0.7,0.7
86043,充電部コネクターが、外れた?,0.5,-0.5
86083,なかなかこんな物は無い星ゼロです。2千円だとこんなものかなって言う感じ、音ズレがちょっと目立つ音質もいいとは言えない。,0.4,-0.4
86258,でもリーズナブルではある!,0.8,0.8
86295,とiphone8で試聴すると、どちらも他社製のaac対応btイヤフォンより明らかにくぐもった音。android側で使用コーデックを確認したらsbcでしか接続しません。,0.7,-0.7
86500,これでよくaac対応とか言えたもんですね。,0.0,0.0
86557,バッテリーはそれなりにもちそう20時間くらい連続使用できそうですが、sbcで聴き続けられるほどの忍耐力はないので、これはもうゴミとして扱うほかありませんでした。,0.0,0.0
86787,音質、ペアリングは良好ですが、音声遅延が大きいようです。,0.1,-0.1
86871,テレビ鑑賞に使っていますが、口の動きと音が少しずれます。,0.7,-0.7
86955,音楽鑑賞には良いかな!,0.8,0.8
86986,音質が非常に良い。,0.9,0.9
87013,有線のイヤホンと比べて遜色ない。bluetooth50だからだろうか?,0.4,-0.4
87094,メーカーはわからないが、品質は良い。,0.9,0.9
87148,コストパフォーマンスは高い。2台同時接続がついている所に惹かれテレビとスマホを接続し楽しでます。,0.9,0.9
87290,気になる点は、自動ペアリングなのにイヤホンの電源を1度切らないとペアリング出来ないところですねハズレを引いたのか安いからなのか分かりませんが残念です。,0.8,-0.8
87513,出品者の方が見てくれて改善してくれる事に期待します。,0.6,-0.6
87591,後は、おおむね満足してます。,0.8,0.8
87633,音楽を聴くのはいいけど、通話はイマイチです。,0.7,-0.7
87699,相手に聞き取りづらいと言われるので、通話に使いたいならオススメできません。,0.8,-0.8
87810,他の方のレビューにもありましたが、電源ボタンを押しても電源が入らなくなりました。,0.8,-0.8
87930,購入後1週間持ちませんでしたね。,0.8,-0.8
87976,製品自体はすごくいいと思います。,0.9,0.9
88024,低音もよくきいていますし。,0.8,0.8
88063,もし不満な所をあえて言うならば、曲飛ばしに時間がかかります!,0.2,-0.2
88151,2曲飛ばしになった時は、少しだけあぁーてなる。,0.5,-0.5
88218,後は文句ないです!,0.9,0.9
88243,2ヶ月前に2つ購入して、音質や長時間の駆動可能時間に満足してましたが、1つ目は二週間ほど、2つ目は2ヶ月ほどでどちらも右のイヤホンから音が聞こえなくなりました。,0.5,-0.5
88473,同じ原因であり、また買ってもどうなるかは想像できるので、リピートすることはもうありません。,0.1,-0.1
88608,以前よく似たものを購入したのですが以前のものよりもしっかりしている感じで使いやすいです。,0.9,0.9
88740,首に掛ける部分が短い、大きいのでちょっと操作左しずらいです。,0.5,-0.5
88830,スマホで接続、youtubeで動画を見てると時々ブチブチって音声が途切れそうな状態になります他の製品ではならないので当製品の問題だとおもいます。,0.3,-0.3
89032,購入して、6か月未満ですが、修理もしくは、交換をお願いします。,0.5,-0.5
89123,ワイヤレスイヤホン初購入。,0.0,0.0
89162,ランニング用に買ったのですが走ると衝撃で耳から外れます。,0.5,-0.5
89246,耳の形にもよるかとは思いますが普通に使う分には問題ないだけに残念です。,0.8,-0.8
89351,少し大きいかな。10日で壊れました。,0.7,-0.7
89401,なんの前触れもなく右側から音が出てこず。。,0.7,-0.7
89464,性能はいいと思うけど、即壊れるのは困る。,0.6,-0.6
89524,使い勝手や音質等、だいたい他のレビュー通りですが、驚いたのは、価格に対して製品の質が良いことです。,0.9,0.9
89671,もちろん、価格帯の高い製品と比較すれば落ちるところは当然ありますが、大変満足しています。,0.8,0.8
89803,あと使ってはいませんが、サポートが親切そうでこれから安心して使っていけそうです。,0.9,0.9
89923,この値段で音質もいいし、雑音などもあまりない。,0.9,0.9
89992,けど、左耳の方は音が流されてない。,0.8,-0.8
90043,右の方しか使えない。,0.7,-0.7
90073,値段の割に使い勝手が良いです。,0.9,0.9
90118,持続時間も楽に10時間以上持ちます。,0.9,0.9
90168,ボタン操作はかなり慣れが必要です。,0.2,0.2
90219,それと、カナル型のイヤホンなので周りの音が聞こえづらいので気を付けて。,0.8,-0.8
90324,電源オンオフがささやかれるので、わかりやすい。,0.9,0.9
90393,軽量で音質も良い。,0.9,0.9
90420,イヤフォンが落ちることもない。,0.4,0.4
90465,ただ電源オンにすると、勝手に音量がmaxになっているので注意が必要。,0.7,-0.7
90561,また最小音量が割と大きいので、音量を下げて聴きたい人は不向きかも?,0.0,0.0
90658,使い始めはしっかり充電した方がいい。,0.0,0.0
90712,ペアリングは何ら問題はない。,0.0,0.0
90754,ただし少し時間を要する。,0.2,-0.2
90790,ペアリング後音楽通話を試してみたが正常に機能している。,0.2,0.2
90871,今後耐久性がどうなのか?,0.1,-0.1
90905,気になったこと外箱取説にメーカー名及び品名が一切記載されていないこと。,0.5,-0.5
91010,また取説の日本語表記が少々おかしい。,0.9,-0.9
91064,総評価は、コスパ良いと思います。,0.1,-0.1
91112,音質は、この値段で言えば及第点。,0.0,0.0
91160,この商品の良い点は、長時間使用可能な点。,0.4,0.4
91220,他のbluetoothイヤホンと比べても長時間使えると思います。,0.8,0.8
91298,悪い点はスイッチ部分とバッテリー部分が大きく重い点。,0.8,-0.8
91376,寝ながら使うとかなり気になります。,0.6,0.6
91427,すこし音ズレがあった。,0.9,-0.9
91460,仕事の休憩時間だけ使用してますが最初に充電しただけでもう2ヶ月使用出来ています。,0.5,0.5
91578,難点は、真ん中の部分が針金みたいのが入っているのかしっかりしすぎてコンパクトに収納出来ないです。,0.8,-0.8
91722,品物は気に入ってたのですがまだひとつきも経たないのに配線がむき出てしまいました。,0.6,-0.6
91842,付け根が細いためと配線の付け根には何にもストッパーが無いためと思います。,0.3,-0.3
91950,普通に問題なし。,0.5,0.5
91974,周りの音が聞こえなさすぎて不安になるほど聞こえます。,0.8,-0.8
92052,もうちょっと音量小さめにもコントロールできるとより良いかと思います。,0.0,0.0
92154,返品後、お店から送付頂いた代品はバッテリーも問題はなく、通勤時の使用ですが、充電後1週間程度は使用できています。,0.7,0.7
92320,唯一残念な点は、バッテリー残量警告が30分以下で出るところかな。2台同時接続も問題なくできていますので、コスパは良い商品です。,0.0,0.0
92503,音が弱い、低音だめ。,0.9,-0.9
92533,だからベースラインは聞き取りにくいです。,0.7,-0.7
92593,最初良いレビューと悪いレビューではっきり別れてて値段も値段だから買おうか迷ったけど買ってみたら凄く良かった!,0.9,0.9
92753,箱は安っぽそうで心配やったけど、見た目に騙されない機能凄いわw心配してる奴は俺のレビューみて買え!,0.8,0.8
92896,w追記音がポツポツ言い始めた。,0.1,-0.1
92939,アカンわ。,0.2,-0.2
92954,鼻糞やわ。,0.8,-0.8
92969,元々使っていたイヤホンを紛失したので代用品として購入しました。iphone8で接続すると初期音量がめちゃくちゃ大きいです。,0.1,-0.1
93138,ほぼmaxくらいに毎回なっていて結構びっくりするので使う際には注意が必要です。,0.2,-0.2
93249,ペアリングのスピードは割と早くて簡単でした。,0.9,0.9
93315,ネックバンド、カナルのサイズ、マグネットで紛失しにくい点はです。,0.3,-0.3
93411,充電の減りに関してはまだ使い始めて数日なのでなんとも言えません。,0.1,-0.1
93507,音質は低音が効いてるせいか分かりませんがちょっとこもったような感じで聴こえます。,0.1,0.1
93627,低音の感じは個人的に気持ち良いです。,0.9,0.9
93681,あと今回置き配でお願いしたのに置き配にならず不在票が入っていておや?,0.7,-0.7
93781,と思いました。,0.0,0.0
93802,ヤマトだったからなんでしょうか?,0.0,0.0
93848,すぐに欲しかったのに結局日数かかってしまったのが非常に残念でした。,0.8,-0.8
93947,聞いてみたところ音質的には良いのですが音量1で結構私にとっては音のボリュームがちょっとデカかったかなと思います、、音が外に漏れている感じはしなかったのでもうちょっとボリューム調整して欲しいなとも思いました。,0.5,-0.5
94254,まぁ聴けないことはないし音質的には大丈夫なので使い続けます。,0.4,0.4
94344,初めてワイヤレスイヤホンを購入しましたが、設定も簡単ですぐ使えました説明書も日本語訳がありました。,0.9,0.9
94491,他の製品だと付けているとイヤホンが抜けてしまうことがありますが、こちらは耳にフィットして取れないです!,0.3,-0.3
94642,音質も綺麗だと思います。,0.9,0.9
94678,コスパが良く、おすすめです!,0.9,0.9
94718,これと言ったいい点はありませんが、問題なく使えています。,0.6,0.6
94802,首コリのようなものも感じず、イヤホンを外しても首にぶら下げていることを忘れるほど軽いです。,0.9,0.9
94937,音質も悪い事はないので、通勤中に聞く程度なら十分です。,0.5,0.5
95018,難点は、接続後、必ず音量が最大から23下くらいの音量に設定される事です。,0.6,-0.6
95122,ぼーっと音楽を聴き始めはと爆音でびっくりします。,0.3,0.3
95194,初売りのタイムセールで騙されました。,0.8,-0.8
95248,充電を何時間しようとも全く反応しない。,0.9,-0.9
95305,関わった時間を無駄にしました。,0.8,-0.8
95350,正直なレビューです!,0.2,-0.2
95378,重低音が響くだがiphoneでは小さな音量で聴くことが出来ない!,0.7,-0.7
95460,中から大音量で聴くことになる!,0.7,0.7
95503,中音量の下は消音になる!,0.1,0.1
95537,本当にbluetooth50edrか?,0.0,0.0
95564,って位途切れるしノイズも酷い椅子に座って送信器を正面に置くと途切れませんがズレるとガーガーって雑音とともに切れそうになります音は結構良い方ですが送信側のファイル次第ですflac音源以上だとかなりの良い音色です数万円のbluetoothや有線イヤホンと比べてはダメ!,0.7,-0.7
95932,通勤通学とかで使うと音切れでイライラしそうなので予備イヤホンとして保管しとこうかと購入した商品は電源入れると電源が入りました電源を切りますと日本語案内だったのは驚きでしたw。,0.4,-0.4
96191,音質普通に音楽聞くとかそういう用途であれば、まるで問題ありません。,0.3,0.3
96290,通話時注意マイクの感度が良すぎるので、通話時にマイクのあたりを叩いちゃうと、相手に爆音のノイズが伝わります。,0.5,0.5
96452,なので、マイクに触らないように静かに使用することが必要です。,0.3,-0.3
96542,ただし、このイヤホン同士で通話するとそのノイズがあまり伝わりません。,0.4,-0.4
96644,これがノイズキャンセリング、、、なのか?,0.2,-0.2
96702,操作性ファンクションボタンの2回押しでリダイヤルが掛かるんですが、正直この機能いらないです。,0.9,-0.9
96838,誤って電話してしまいました。,0.0,0.0
96880,せめてトラック次へとかに振ってほしかった。,0.9,-0.9
96943,総合値段の割には超使えると思います。,0.9,0.9
96997,コードが縺れずじゃまにならないのが大変良い。,0.8,0.8
97063,こもったような音で聴くという意味では正直微妙でした。,0.8,-0.8
97141,イヤホンのみの値段なら許せないレベルです。,0.5,-0.5
97204,用途としては通話も出来るイヤホンとして購入したのですが、その通話に使用するマイクが最悪です。,0.8,-0.8
97342,通話相手から必ず音が割れる、聞こえにくい、耳が痛い等言われます。,0.8,-0.8
97438,せっかく購入しましたが、23回使っただけでもう使う予定はありません。,0.8,-0.8
97536,購入はオススメしません。,0.9,-0.9
97572,気に入りました。,0.9,0.9
97596,家の中で23回しか使って無いのに充電しても電源が入らなくなった。,0.9,-0.9
97688,値段がお手頃で購入しました。iphonexros133を使用しています。,0.8,0.8
97770,バッテリー持ちは最高。,0.9,0.9
97803,音質はまずまずいいです。,0.9,0.9
97839,ただbluetoothのためか、ノイズがちょいちょい入ります。,0.6,-0.6
97914,ノイズキャンセリング機能はなんとなく機能してる感じです。,0.3,0.3
97998,デザインはシンプルでつけやすい。,0.9,0.9
98046,軽いです。,0.9,0.9
98061,設定後は電源をつけると自動で接続になります。,0.1,-0.1
98127,が何故か音量maxからはじまるので、イライラします。,0.8,-0.8
98199,最初びっくりしました。,0.1,0.1
98232,毎回毎回音量調節が必要なのでイラつく。,0.8,-0.8
98289,値段相応なのかもしれませんが、、、、、まず、接続すると勝手に最大音量になります。,0.8,-0.8
98409,初めて接続した時、最大音量を両耳で聞いたので大変驚きました。,0.4,0.4
98499,更に、最大で20時間だか、24時間だか、充電が持つと謳っていますが、私の使い方では10時間程度しか持ちません。,0.3,-0.3
98652,ですが、音質はまあまあですし低音が強め、バスが強めに効いている感じ、二台同時接続もできています。,0.3,0.3
98796,結論としては、レビューにある星ほど満足は出来ていません。,0.6,-0.6
98880,それでもいいという方には勝っても良いのではないでしょうか。,0.2,0.2
98967,少なくとも、一台目のワイヤレスイヤホンとしてはお勧めできません。,0.8,-0.8
99063,もっと良い商品があるので家電量販店に行って、比べて購入した方がいいと思います。,0.1,-0.1
99180,音質は、いい方だと思います。,0.9,0.9
99222,再生時間も長くてです。,0.4,-0.4
99255,しかしながら接続時の音量がやく80位で、下げるのを忘れると大音量です。,0.1,-0.1
99356,また、音量をいっぱいまで下げた位で丁度良い位なので下げたいときは、無音になります。,0.6,0.6
99479,残念ながら、私が想像していた製品とは違った。,0.8,-0.8
99545,思ったより大きく、私の環境だと音が飛ぶことが多々あります。,0.4,-0.4
99632,プラスチックの質感も安っぽいです。,0.8,0.8
99683,この商品を買うと良い表示するとamazonギフトがもらえるから表示が良いことを了解して購入してください。,0.0,0.0
99827,素肌に付くような格好で利用するとペタペタして着け心地が悪いです。,0.9,-0.9
99923,電池の持ちはいいです。,0.8,0.8
99956,これだけは良いですね。,0.6,0.6
99989,音が出るだけです。,0.5,-0.5
100016,これが良い音と言うのはギフトを貰っても無理です。100円ショップで売っているものと同等とお考えください。,0.7,-0.7
100166,作動音は日本語で言いますが、わざわざ日本語でなくてもという感じです。,0.3,-0.3
100268,デザインは可も無くという感じです。,0.2,-0.2
100319,利用を想定する人は上着を着て音が鳴っていれば良く長時間利用を望むといった方です。,0.0,0.0
100439,初ワイヤレスです。,0.0,0.0
100466,それまで百均とか安物を使っていたため、音の綺麗さに驚いています。,0.9,0.9
100562,イヤホンが抜けやすい耳の形なのですが、左右の方向を間違えないとちゃんと耳におさまっているのも気に入っています。,0.9,0.9
100727,ただ、電源のオンオフが分かりにくいのは困ります。,0.8,-0.8
100799,つけたり外したりするので、今の状態は電源が入っているのか切れているのかで迷います。,0.2,-0.2
100922,その辺は、左右移動のスイッチの方が分かりやすくて良いです。,0.0,0.0
101009,あとどれくらいで充電が必要かも一目で分かる方が良いなと思いました。,0.2,0.2
101108,それ以外のデザインは気に入っています。,0.7,0.7
101165,動画を見ていても途中で音が途切れてしまう。,0.8,-0.8
101228,電話は相手側が聞こえにくいといわれてしまったので、すぐに返品しました。,0.4,-0.4
101333,音質にうるさい娘が満足しています。,0.7,0.7
101384,この値段ですので多くは求めていませんでしたが、購入半年で再生中に電源が落ち天に召されました。,0.3,-0.3
101522,音ズレとかするしペアリングができない時があるし。,0.7,-0.7
101594,時々音飛びあり。,0.3,-0.3
101618,返品迷いましたが面倒なのでそのままに。,0.3,-0.3
101675,再生時間も短いように感じました。,0.7,-0.7
101723,バッテリーが2個ついているとの事で重めです。,0.6,-0.6
101787,値段が安いのでこんなものかと。,0.2,0.2
101832,私の耳の形なのかこのヘッドフォンは何個かのイヤーピースがついていましたがどれでためしてもフィットはせず途中で抜けてきてしまいます。,0.5,-0.5
102027,低音が大きすぎる、全体的に音質が悪くこもっていて音が割れているしとにかく品質が悪く残念。,0.8,-0.8
102159,ノイズがちょくちょく入る。,0.2,-0.2
102198,最低音量が大きすぎてbgmとして使えません。,0.8,-0.8
102258,音量でノイズキャンセリングしてる感じです。,0.1,-0.1
102321,値段の割に音質も良くバッテリーも長持ちなほうなので気に入りました。,0.9,0.9
102420,ただ、バッテリー残量が40の状態だったのに5分しないうちに20になり5分後にはバッテリーが切れました。40になったら充電した方が良さそうです。,0.5,-0.5
102617,この手の商品は、ペアリングがうまくいかなくて時間が取られることがありますが、すぐにペアリング出来たので気に入りました。,0.9,0.9
102794,音質も満足できる範囲です。,0.9,0.9
102833,届きました。,0.2,0.2
102851,これ本当に新品ですか?,0.0,0.0
102882,使用した形跡があるんですが。,0.4,-0.4
102924,それと接続が切れる事もたまにあります。,0.5,-0.5
102981,低音はboseと比べると多少弱いですが、程よく効いてる。,0.7,0.7
103057,フィット感も良く使いやすい商品です。,0.9,0.9
103111,価格もタイムセールで安く買えました。,0.9,0.9
103165,イヤホンのフィット感が自分には惜しいところですがこのコストパフォーマンスと性能には大変満足しております投稿で懸賞も当たるかもきたいしてます。,0.9,0.9
103375,安いからこそ、安いなりの品質です。,0.8,0.8
103426,決してよくはないです。,0.7,-0.7
103459,ペアリング出来ないし、説明書がシミだらけなんですけどこれホントに新品ですか?,0.7,-0.7
103571,材質はゴムのような感じで、持った印象はプルプルしてるでした。,0.5,-0.5
103661,首に着けやすいような形状をしていますが、全体的に長くて首元から耳までのコードが余って顔の周りから飛び出して見えるので、ダサいです。,0.3,-0.3
103856,首から耳の後ろを通して耳の穴に入れています。,0.0,0.0
103922,スマートフォンの音量設定とイヤホンの音量設定を別々にできないため、最大音量が大きすぎます。,0.8,-0.8
104057,また、ノイズと呼ぶものなのかわかりませんが、音が細切れにプツプツプツプツいって聴き取りづらいです。,0.8,-0.8
104204,この現象は、動画が別のものに移った時など、端末との通信状況の変化に伴うもののようです。,0.1,-0.1
104333,音が篭って聴き取りづらいとは感じていません。,0.6,-0.6
104399,イヤホンの充電器はacタップが付属していないため、手持ちの物を使用する必要があります。,0.2,-0.2
104524,音質ばかみたいにわるい。,0.2,0.2
104560,安価なわりに音質良く気に入った。,0.9,0.9
104608,安価。,0.9,0.9
104617,たまにノイズと音飛びがあるけど音質には満足。,0.8,0.8
104683,ベース音の安定感はある。,0.8,0.8
104719,高音の伸びが微妙かも。,0.9,-0.9
104752,バッテリーの持ちは。,0.1,-0.1
104782,値段としてのコスパは最高。,0.9,0.9
104821,電源をいれて、iphoneと接続すると音楽が大音量で流れる。,0.4,-0.4
104899,毎回小さくして電源を切ったとしても同じ現象が再発して最悪。,0.8,-0.8
104986,おすすめはできない。,0.8,-0.8
105016,これくらいなら少し高いけど名の知れたメーカーの方が良いって言う人もいるかもしれない。,0.2,-0.2
105142,この金額でbluetooth50、バッテリーの持ちもよい、低音も比較的よく聴こえるなど、非常に優秀と思います。,0.9,0.9
105285,イヤホン同士のマグネットも絡まり防止でよいと思います。,0.9,0.9
105366,また、カナル型イヤホンも形状がよく、密閉性も高いです。,0.9,0.9
105447,マイナス点といえば二つ。,0.5,-0.5
105483,私の使っているiphone8ではbluetoothリンク後に、音量が毎回max付近まで上がり、そのまま再生すると鼓膜が破けそうになることです。,0.5,-0.5
105658,たまに忘れてやります。,0.3,0.3
105691,あと、他の方も言っているように、ボリューム自体が大きいです。,0.0,0.0
105781,最少にしても、人によっては大きいと感じるかもしれません。,0.1,-0.1
105865,そこを気にしなければ、いい商品と思います。,0.0,0.0
105928,届いて2週間ほどで電源が入らなくなりました。,0.9,-0.9
105992,気に入っていたので残念ですが返品しました。,0.7,-0.7
106055,取り扱い簡単、音質もgood!、充電の持ちも申し分ありませんありません。,0.9,0.9
106153,その上手元で音声の調整、曲送りもできておまけにこのタイプは、耳から外れても床に落ちる心配がないのがいいです。,0.9,0.9
106315,購入して2ケ月過ぎで充電できない。,0.9,-0.9
106364,何回やってもできないので返品したいです。,0.8,-0.8
106424,保証期間は1年位あると思うのでなんとかなりませんか。,0.0,0.0
106500,値段の割に音質は良い。,0.8,0.8
106533,また耐久性は低いが保証がついているためそこまで気にする必要はないと思う。,0.1,-0.1
106641,接続までの時間が情報だと3秒となっていますが、自分の場合は10秒ぐらいかかります。,0.7,-0.7
106758,また梱包もコードがよれた状態で入っていました。,0.5,-0.5
106827,ですがこの点が気にならないようであればいいイヤホンだと思います。,0.5,0.5
106923,音質良いものの、長時間使用で雑音や音楽が途切れます。,0.0,0.0
107001,故障でしょうか?,0.3,-0.3
107023,残念ですが、星が下がりましたtt。,0.8,-0.8
107070,そこそこいいイヤホンでした。,0.2,0.2
107112,初めてのbluetoothワイヤレスイヤホンにレビューとお値段でこちらを選びました。,0.3,0.3
107220,音はとても良くて、ワイヤレスで今までのイヤホンのように引っかかったりせず快適です。,0.9,0.9
107343,しかしワイヤレスイヤホンはこういうものなのかわかりませんが、動画を観る際に動画が止まりなかなか見れなくなったりするので、ストレスを感じました。,0.9,-0.9
107556,あとこれは私の慣れの問題ですが、イヤホンのスイッチを入れたつもりで、音楽を鳴らしたらまだイヤホンのスイッチがオンになっておらず、音がスマホから直接流れて焦りました。,0.1,-0.1
107802,これから慣れて、解決したいと思います。,0.8,0.8
107859,総合的には、お値段も安かったので満足です。,0.9,0.9
107922,満充電の状態で届いたのにはすぐに使えますようにとの真心を感じました。,0.4,0.4
108024,軽くて装着感も良かったです。,0.9,0.9
108066,音質も操作性も良かったです。,0.9,0.9
108108,しかし残念なことに電車に乗ってる時だけじゃなく車運転してる時や自宅で音楽聴いてる時もけっこうノイズが入って音が飛びます。,0.8,-0.8
108288,良い点安い悪い点音量が馬鹿でかいコードが長い遅延がかなりある音楽だけを聴くだけなら良いと思おます音量以外はただゲームなどはオススメしません遅延が酷い。,0.6,-0.6
108513,日本語での電源オンオフは英語よりは、わかりやすいです。,0.8,0.8
108594,無意識に触ったときの、リダイヤル機能は怖い。,0.7,-0.7
108660,少し離れた場合と近くに他のブルーツースがあると雑音が入ります。,0.0,0.0
108753,ノイズ除去がしっかりしているので驚きました。,0.9,0.9
108819,再生時間も長く、頻繁に充電する必要がありません。,0.4,-0.4
108891,通勤時間に愛用しています。,0.9,0.9
108930,コスパ十分と思います。,0.9,0.9
108963,ただ、bluetooth接続時に音量が前回接続時の設定に戻らず、いつも大きめの音量になってしまうのが気になります。,0.8,-0.8
109116,また、デザインもそんなに良くはありません。,0.7,-0.7
109179,が、価格相応と思います。,0.2,-0.2
109215,少しディレイがありますけど、音質はいいです。,0.6,0.6
109281,とにかく音がこもる、値段の割にはハズレでした。,0.9,-0.9
109350,バッテリーは一日中たっぷりもつが音飛びが頻発して、音楽は辛抱できても会話が聞こえず返品期間一ヶ月過ぎてしまった。,0.7,-0.7
109518,気に入ったこと再生時間が他のイヤホンと比較しても長いこと。,0.1,0.1
109605,充電時間が短いこと気に入らないこと音質が、sonyのイヤホンと比較すると、こもってきこえること。,0.1,0.1
109741,他のワイヤレスイヤホンを試した事が無いので、良し悪しの批評は出来ませんが、ストレスなく使わせて頂いてます。,0.9,0.9
109900,左右のイヤホンがマグネットでくっ付いてくれるので、ずっと首にかけていても邪魔にならないです。,0.9,0.9
110038,これはとてもいい事です。,0.9,0.9
110074,音質はこだわりがないので、動画を見る分に特に何も気になりません。,0.0,0.0
110170,配線が少し長く、使用時に頬に当たるのが気になるなと感じました。,0.7,-0.7
110263,安っぽさはあるけど結構いい!,0.9,0.9
110303,てゆうか会社から星5にしろって言われたわ。,0.6,-0.6
110364,初めて使用した時、あまりの音の大きさに驚いた。,0.2,0.2
110433,接続するごとに、デバイスあるいはイヤホンの音量調節が必要で使い勝手が良くなく、改善が必要。,0.8,-0.8
110568,音質はコストを考えると悪くはない。,0.1,0.1
110619,低中高音のバランスは良い。,0.9,0.9
110658,ノイズ除去がどのように機能しているか、オンオフもできず、その効果は確認出来ない。,0.8,-0.8
110778,ボリュームがもう少しあったら完璧でした。23回使用しただけで電源が入らなくなりした。,0.5,-0.5
110900,返品させていただきました。,0.1,0.1
110939,こんなに速くて壊れるとは。,0.9,0.9
110978,やっぱり日本製じゃないとダメですかねぇ。,0.3,-0.3
111038,ガッカリ。,0.9,-0.9
111053,すぐに商品が届き、充電も早くていい感じです。,0.9,0.9
111119,バッテリーも長持ちで長時間音楽再生出来ています。,0.9,0.9
111191,追記二回壊れて交換してもらいましたが、対応悪いです。,0.9,-0.9
111269,長時間駆動がウリみたいですが実際の使用でも20時間聴けましたシングルポイント接続画像はusbテスターで測定したものです。,0.0,0.0
111439,充電電流約100ma、満タンまで2時間程度バッテリー容量213mahでした。,0.3,-0.3
111529,商品説明には200200mah電池搭載と書いてありますがどうなんでしょうか?,0.2,-0.2
111623,ただ実際の駆動時間はokです。,0.3,0.3
111664,マルチポイント接続にも対応しておりpcとスマホに繋いで使ってます。,0.8,0.8
111759,マルチポイントの切り替えはsony製から比べると使い勝手は良くありません。pcへの接続性も良いとは思えません。,0.8,-0.8
111912,音は普通です。,0.1,-0.1
111933,充電しながらの使用は出来ませんでした。,0.8,-0.8
111990,ソニーmdrex31bnのようなノイズキャンセル機能は無いと思います。,0.4,-0.4
112077,個人的に駆動時間に重きを置いていますので満足しています。,0.9,0.9
112161,追記。,0.0,0.0
112170,電話通話が終わると同時に本体の電源が落ちてしまいます。,0.8,-0.8
112251,交換していただきましたが交換品も同じ症状が出ます。,0.6,-0.6
112326,当方楽天電話を使用してる関係上10分ごとにかけ直すことがありその度に電源落ちされ実用になりません。,0.9,-0.9
112469,充電ができません。,0.9,-0.9
112496,返品しました。,0.1,-0.1
112517,はじめてのノイズキャンセリング機能付き使用です。,0.1,0.1
112589,全体的に落ち着いた高音がカットされた。,0.7,0.7
112646,聞こえ方と感じました。,0.4,0.4
